Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5,7,Volkswagen,Ameo1.2,0.000275,9.903487552536127,1.7047480922384253
Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,13.5,11,Toyota,Camry2.5,0.00019736842105263157,11.133128103610641,2.6026896854443837
Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,9.75,12,Mahindra,XUV500W8,0.00013687860622481785,11.173683395902353,2.277267285009756
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,9.44,14,Skoda,SuperbElegance,0.00012586666666666667,11.225243392518447,2.244955980157409
Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.45,7,Maruti,WagonR,0.002228342513770656,7.599401333415815,1.4929040961781488
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.85,9,Maruti,VitaraBrezza,0.00018710359408033827,10.764265574480024,2.180417459019838
Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0,1086.0,62.0,5.0,2.15,13,Hyundai,SantroXing,3.4988364334651496e-05,11.025962841468765,0.7654678421395714
Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.89,12,Volkswagen,VentoDiesel,0.00010206637445209767,10.777079529877168,1.5871923034867805
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.25,10,Volkswagen,Polo1.5,0.00010080645161290323,11.03488966402723,1.8325814637483102
Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8,13,Maruti,SwiftZDi,7.377805102981862e-05,11.083065200027342,1.5686159179138452
Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.8,17,Hyundai,i10Era,2.1897011057990583e-05,11.316947076728662,0.5877866649021191
Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25,12,Mahindra,XUV500W8,0.00016477272727272727,10.691944912900398,1.9810014688665833
Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.56,11,Maruti,ErtigaVDI,0.00014047605775126818,10.8933446813672,2.0228711901914416
Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0,2179.0,140.0,7.0,6.82,12,Mahindra,XUV500W8,0.000110730463866474,11.028271034951294,1.9198594718553708
Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,1.8,14,Tata,ManzaAura,2.0809248554913295e-05,11.36789969291997,0.5877866649021191
Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.5,16,Mercedes-Benz,E-Class280,0.000115,11.512925464970229,2.4423470353692043
Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6,1586.0,104.68,5.0,2.8,15,Maruti,SX4Zxi,3.2183908045977006e-05,11.37366339763672,1.0296194171811581
Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.5,9,Maruti,WagonR,0.00015714285714285713,10.46310334047155,1.7047480922384253
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,2.7,9,Datsun,GONXT,0.00045000000000000004,8.699514748210191,0.9932517730102834
Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.25,11,Ford,FigoDiesel,5.478112832268613e-05,10.990819793335792,1.1786549963416462
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,10.9,11,Skoda,SuperbElegance,0.00013456623992296393,11.302216779257382,2.388762789235098
Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4.07,11,Hyundai,i201.2,9.123105890791715e-05,10.705758160114428,1.4036429994545037
Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0,9,Toyota,InnovaCrysta,0.000424648485420402,10.654620582294726,2.8903717578961645
Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.95,13,Honda,BrioV,5.462962962962963e-05,10.896739325546411,1.0818051703517284
Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,7.5,14,Skoda,SuperbElegance,9.035056017347308e-05,11.326716361449082,2.0149030205422647
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,32.73,9,Mercedes-Benz,E-Class2015-2017,0.0005004204571515938,11.088353987122327,3.4882920885130893
Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.55,2982.0,168.7,7.0,21.5,10,Toyota,Fortuner4x2,0.0005972222222222222,10.491274217438248,3.068052935133617
Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51,1586.0,103.2,5.0,2.5,17,Maruti,SX4ZXI,2.9411764705882354e-05,11.350406535472453,0.9162907318741551
Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.5,9,Honda,Jazz1.5,0.00015714285714285713,10.46310334047155,1.7047480922384253
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,7.5,13,Toyota,CorollaAltis,0.0001388888888888889,10.896739325546411,2.0149030205422647
Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,1.55,18,Honda,CityZX,2.2142857142857145e-05,11.156250521031495,0.4382549309311553
BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.0,8,BMW,X1xDrive,0.00107403429502611,10.203629181337648,3.367295829986474
Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.4,6,Maruti,SwiftDDiS,0.00020450395617772367,10.623154942905469,2.128231705849268
Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.32,1198.0,77.0,6.0,6.5,9,Mahindra,KUV100,0.00025,10.165851817003619,1.8718021769015913
Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.35,15,Honda,JazzMode,4.272727272727273e-05,10.915088464214607,0.8544153281560676
Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.55,9,Maruti,SwiftZXI,0.00029210526315789475,9.852194258148577,1.713797927758343
Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.35,9,Hyundai,Grandi10,0.00035666666666666664,9.615805480084347,1.6770965609079151
Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.25,9,Honda,AmazeSX,0.00014189189189189188,10.51867319162636,1.6582280766035324
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.87,8,Hyundai,Grandi10,0.00015163256871254392,10.563904908473155,1.7698546338400052
Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.36,11,Volkswagen,VentoDiesel,0.00010229007633587787,10.866661870309134,1.6789639750827108
Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.75,9,Maruti,Ciaz1.3,0.00032307820576955143,10.0853089842884,2.0476928433652555
Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,5.41,11,Volkswagen,VentoPetrol,0.00016758046030418487,10.382296054868503,1.6882490928583902
Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.65,15,Hyundai,i201.2,7.019230769230769e-05,10.858998997563564,1.2947271675944
Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.25,9,Honda,BrioVX,0.0001640625,10.373491181781864,1.6582280766035324
Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,11,Honda,Cityi,0.00016025641025641026,10.571316925111784,1.8325814637483102
Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,23.9,624.0,37.48,4.0,3.47,8,Tata,NanoXT,0.00024524701392324546,9.557399229195953,1.244154593958768
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,10.13,3498.0,364.9,5.0,8.85,19,Mercedes-Benz,SClass,8.592233009708738e-05,11.542484267211773,2.180417459019838
Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,0.85,21,Maruti,WagonR,1.0365853658536585e-05,11.314474526246391,-0.16251892949777494
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.65,10,Skoda,SuperbElegance,0.00040147058823529415,10.4341158035983,2.613739521630969
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,50.22,9,Audi,Q735,0.0011115537848605578,10.718409790021994,3.916413353729439
Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.75,7,Maruti,SwiftZXI,0.003875,7.600902459542082,2.0476928433652555
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.05,14,Toyota,Innova2.5,0.00012208306507452535,11.318381518150378,2.307572634505085
BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,9.75,14,BMW,3Series,0.001392857142857143,8.85366542803745,2.277267285009756
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23.0,10,Mercedes-Benz,GLAClass,0.0008518518518518519,10.203592144986466,3.1354942159291497
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393.0,147.8,8.0,21.42,6,Toyota,InnovaCrysta,0.0006849796936458701,10.350446429473651,3.064325065019603
Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,15.9,1298.0,,5.0,0.7,22,Maruti,EsteemLX,1.2727272727272727e-05,10.915088464214607,-0.35667494393873245
Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.21,11,Maruti,SwiftVDI,0.00021708333333333334,10.085809109330082,1.6505798557652755
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,7.5,16,Toyota,Innova2.5,5.102040816326531e-05,11.898187865760873,2.0149030205422647
Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,23.59,1364.0,,5.0,2.65,13,Toyota,EtiosLiva,3.66269989357438e-05,11.18928455366418,0.9745596399981308
Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.75,15,Chevrolet,BeatLT,1.5217391304347826e-05,11.652687407345388,0.5596157879354227
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.8,1399.0,68.0,5.0,1.0,15,Ford,Ikon1.4,1.2195121951219513e-05,11.314474526246391,0.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.0,9,Mercedes-Benz,NewC-Class,0.00165,9.903487552536127,3.4965075614664802
Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.2,14,Toyota,EtiosG,4.828797190517999e-05,10.726785417561118,0.7884573603642703
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.83,8,Toyota,Innova2.5,0.0002229791967187473,10.96021825774006,2.551786178627545
BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,68.94,7,BMW,6Series,0.0034463107378524295,9.903687532538795,4.233236561088719
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,4.1,13,Skoda,Rapid1.5,7.522935779816513e-05,10.905955980651335,1.410986973710262
Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.85,9,Hyundai,EONMagna,0.0001022018217026465,10.235880049754966,1.0473189942805592
Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,3.7,18,Honda,CR-V2.4L,5.606060606060606e-05,11.097410021008562,1.308332819650179
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,9.06,12,Skoda,LauraElegance,0.0001254812886069638,11.187223025328281,2.203869120054888
Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.4,1798.0,157.8,5.0,4.75,14,Skoda,LauraRS,6.785714285714286e-05,11.156250521031495,1.55814461804655
Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.6,10,Honda,Cityi,8.436337606892232e-05,11.267446832403513,1.8870696490323797
Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.5,18,Tata,NewSafari,2.9117409715231732e-05,11.696937259174451,1.252762968495368
Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0,998.0,67.1,5.0,2.0,14,Maruti,ZenEstilo,9.720534629404617e-05,9.93183202554527,0.6931471805599453
Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,17.8,1198.0,86.7,5.0,3.89,12,Honda,AmazeS,9.75450738483914e-05,10.593605148535708,1.358409157630355
Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,23.01,999.0,67.0,5.0,3.6,8,Renault,KWID1.0,0.00011591962905718702,10.34354730540879,1.2809338454620642
Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.95,10,Maruti,CiazAT,0.0001364350215940322,10.838403748533448,1.9387416595767009
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.03,9,Hyundai,i20Asta,7.075139389303759e-05,11.5065250257892,1.9501867058225735
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,9,Toyota,InnovaCrysta,0.00030555555555555555,10.896739325546411,2.803360380906535
Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.67,9,Maruti,CiazZDi,0.00014133559372005603,10.901690013605199,2.0373166153791646
Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,23.19,13,Jaguar,XFDiesel,0.00024534230488462884,11.456577311016355,3.1437211512674406
Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,6.21,8,Hyundai,Xcent1.2,0.00015950888729066064,10.569571813546384,1.8261608959453874
Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,45.82,10,Porsche,CayenneDiesel,0.000758672075502939,11.008661599039378,3.8247206770253497
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.95,9,Hyundai,Xcent1.1,0.00020517241379310345,10.275051108968611,1.7833912195575383
Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,11.0,14,Audi,A42.0,0.0001896551724137931,10.968198289528557,2.3978952727983707
Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.19,9,Maruti,CiazRS,0.0001180372005975736,11.017201895613866,1.9726911717329554
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.4,14,Toyota,Innova2.5,9.846153846153846e-05,11.082142548877775,1.8562979903656263
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,10,Mercedes-Benz,NewC-Class,0.001,10.165851817003619,3.258096538021482
Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.5,9,Hyundai,i10Sportz,0.0002255978342607911,9.900834035070565,1.5040773967762742
Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.1,14,Hyundai,i10Sportz,4.377541798463624e-05,11.167840242850776,1.1314021114911006
Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,5.95,10,Maruti,BalenoZeta,0.00011018518518518518,10.896739325546411,1.7833912195575383
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1.2,17,Maruti,ZenEstilo,8.695652173913043e-06,11.835008964139341,0.1823215567939546
BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,52.0,11,BMW,7Series,0.0014857142857142857,10.46310334047155,3.9512437185814275
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.0,10,Audi,Q74.2,0.00096,10.819778284410283,3.871201010907891
BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,21.99,14,BMW,X5xDrive,0.0001764111285819722,11.733281133748777,3.09058780456667
Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,4.3,12,Maruti,RitzLXI,5.3573208412239605e-05,11.293076480605448,1.4586150226995167
Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.75,12,Nissan,Sunny2011-2014,2.9856687898089172e-05,11.740857533016236,1.3217558399823195
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,8.95,10,Toyota,CorollaAltis,0.0001826530612244898,10.799575577092764,2.191653532286764
Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,4.75,13,Toyota,EtiosVXD,4.279279279279279e-05,11.617285480294472,1.55814461804655
Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,14.6,9,Toyota,CorollaAltis,0.0004333630157316711,10.424956336400598,2.681021528714291
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.5,13,Audi,A62011-2015,0.00035,10.819778284410283,2.8622008809294686
Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.2,13,Maruti,ErtigaZDI,0.00013651160348629633,10.547759565313937,1.6486586255873816
Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.04,8,Hyundai,Grandi10,0.00012642860133126805,10.774236837439904,1.7984040119467235
Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,2.7,16,Tata,IndigoCS,1.6167664670658684e-05,12.025749091398891,0.9932517730102834
Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,6.75,6,Maruti,SwiftDzire,0.00010384615384615384,11.082142548877775,1.9095425048844386
Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,2.35,14,Volkswagen,PoloPetrol,5.108695652173913e-05,10.736396675471232,0.8544153281560676
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.0,8,Tata,Tiago1.2,0.00030303030303030303,9.711115659888671,1.6094379124341003
Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95,9,Honda,Cityi,0.0001782051282051282,10.571316925111784,1.9387416595767009
Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,6.7,7,Honda,AmazeV,0.0011166666666666666,8.699514748210191,1.9021075263969205
Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0,10,Audi,A435,0.0004166666666666667,11.002099841204238,3.2188758248682006
Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.75,14,Volkswagen,VentoPetrol,3.8532675709001234e-05,11.485759796897458,1.3217558399823195
Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.75,14,Volkswagen,VentoDiesel,3.757251495386095e-05,11.510993600120402,1.3217558399823195
Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.1,12,Honda,City1.5,0.0001108695652173913,10.736396675471232,1.62924053973028
Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.45,15,Maruti,WagonR,0.00020416666666666668,9.392661928770137,0.8960880245566357
Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25,20,Skoda,Superb2.8,0.000249961544377788,9.472858470764415,1.1786549963416462
Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.5,11,Honda,Cityi,0.00021153846153846155,10.165851817003619,1.7047480922384253
Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,26.6,998.0,58.16,5.0,3.77,11,Maruti,WagonR,5.514517662546625e-05,11.132616276743182,1.3270750014599193
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.24,9,Mercedes-Benz,M-ClassML,0.0017691229835087845,10.233977646051219,3.896706301316253
Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.04,9,Maruti,Alto800,5.887023373806619e-05,10.852032479939616,1.1118575154181303
Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.9,10,Hyundai,i20Magna,0.00023333333333333336,9.95227771670556,1.589235205116581
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,12,Ford,Ecosport1.5,6.944444444444444e-05,11.407564949312402,1.8325814637483102
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,33.0,10,BMW,3Series,0.0009102192800992966,10.498332581805693,3.4965075614664802
BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,27.0,14,BMW,X5xDrive,0.00046551724137931035,10.968198289528557,3.295836866004329
Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,5.21,11,Honda,AmazeS,0.00010633304079841623,10.799514350728673,1.6505798557652755
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,5.75,11,Ford,EcoSport1.5,0.00018470928364921297,10.345927263435653,1.749199854809259
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,16.58,13,Jaguar,XF3.0,0.00021911508167256962,11.234110628785555,2.8081971497071487
Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,11.0,10,Toyota,Corolla1.8,0.0009166666666666666,9.392661928770137,2.3978952727983707
Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.8,11,Hyundai,i10Sportz,3.111111111111111e-05,11.407564949312402,1.0296194171811581
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,37.99,6,Mercedes-Benz,NewC-Class,0.002193418013856813,9.759617182116425,3.6373229671995344
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,3.65,14,Skoda,LauraAmbiente,4.294117647058823e-05,11.350406535472453,1.2947271675944
Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,6.0,18,Ford,Endeavour4x2,4.615384615384615e-05,11.77528972943772,1.791759469228055
Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.54,12,Ford,FigoPetrol,7.525527118419307e-05,11.007551619882483,1.5129270120532565
Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.4,10,Honda,AmazeS,0.0001573105718530603,10.443687495508296,1.6863989535702288
Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,3.3,11,Tata,IndicaVista,4.4e-05,11.225243392518447,1.1939224684724346
Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,18.25,13,Volvo,XC60D4,0.00021220930232558139,11.362102575235644,2.9041650800285006
